tagName,Count,Excerpt
"diff","93","Short for ""difference"" or ""differencing"", in computing, ""diff"" refers to a data comparison that calculates and displays the differences between two objects (usually files or directories)."
"vim","92","Vim is an open-source text editor with a steep learning curve that leads to high efficiency in many tasks related to text edition. If you wish to start with vim, try to run “vimtutor”, which will teach you basic commands."
"json","92",""
"network-protocols","92",""
"shared-printers","92",""
"ibm-midrange","92","IBM Midrange is a general term referring to the business computing platform also known as AS/400, iSeries, i5, IBM i, et al."
"ibm-xseries","92","IBM System X family: IBM System x rack, BladeCenter and tower servers"
"smtp-headers","92","Email headers such as Received-By: are SMTP headers."
"exchangeonline","92","Exchange Online is the hosted version of Microsoft's messaging platform (e.g. Exchange Server)."
"webmin","91","Webmin is a web-based interface for system administration for Unix. Using any modern web browser, you can setup user accounts, Apache, DNS, file sharing and much more. Webmin removes the need to manually edit Unix configuration files like /etc/passwd, and lets you manage a system from the console or remotely. See the standard modules page for a list of all the functions built into Webmin. "
"fortigate","91","firewall appliance made by fortinet - includes capwap wireless controller and fortios software"
"cloud-init","91",""
"graphite","91","Graphite is a highly scalable real-time graphing system. As a user, you write an application that collects numeric time-series data that you are interested in graphing, and send it to Graphite's processing backend, carbon, which stores the data in Graphite's specialized database. The data can then be visualized through graphite's web interfaces."
"microsoft","91",""
"x509","91","X.509 is an ITU-T standard commonly used for public key infrastructure (PKI) and for privilege management infrastructure (PMI)."
"wake-on-lan","91","Wake on LAN is a feature where one can send a broadcast over the network to boot a machine."
"clonezilla","91","OpenSource clone system solution with unicasting and multicasting.  Hosted at clonezilla.org."
"msmq","91","Microsoft Message Queuing (MSMQ) is a message queuing implementation developed by Microsoft and deployed as part of its Windows platform since 1996. MSMQ is included on most versions of Windows but it's not installed by default.
"
"application-server","91",""
"nis","91",""
"novell","90","Questions related to Novell products such as NetWare or Open Enterprise Server (OES)"
"profile","90",""
"packet","90",""
"server-setup","90",""
"shorewall","90","high-level tool for configuring the Linux Netfilter packet filter"
"mapping","90",""
"request","90",""
"ffmpeg","90","FFmpeg is a free software project that produces libraries and programs for handling multimedia data. The most notable parts of FFmpeg are libavcodec, an audio/video codec library used by several other projects, libavformat, an audio/video container mux and demux library, and the ffmpeg command line program for transcoding multimedia files."
"documentroot","90",""
"centos8","90",""
"puppet-agent","90","Required to run puppetcode on a host from a Puppetmaster or master-less (puppet apply)"
"office365","89",""
"zpool","89",""
"web-crawler","89","A web-crawler (also known as a web-spider) traverses the webpages of the internet by following the links of urls contained within each webpage.

There is usually an initial seed of URLs from which the crawler is given to initialize its crawl."
"wiki","89",""
"jdbc","89","Base API which enables interacting with SQL database servers by executing SQL statements using the Java programming language"
"tail","88","Output the last part of files."
"vmware-fusion","88","The virtualization product from VMware for OSX systems. Likely not topical."
"xenapp","88","XenApp is application virtualization software produced by Citrix Systems that allows Windows applications to be accessed via individual devices from a shared server or cloud system."
"df","87",""
"windows-dns","87","Windows DNS is the Microsoft implementation of the name resolution protocol for TCP/IP networks, such as the Internet. Client computers query a DNS server to resolve memorable, alphanumeric DNS names to the IP addresses that computers use to communicate with each other."
"owncloud","87","ownCloud is an open-source software suite that provides a location-independent storage area for data (cloud storage)."
"net-snmp","87","Net-SNMP is a suite of software for using and deploying the SNMP protocol."
"kernel-modules","87",""
"wcf","87",""
"indexing","87",""
"rubygems","87","RubyGems is a package manager for the Ruby programming language that provides a standard format for distributing Ruby programs and libraries (in a self-contained format called a ""gem""), a tool designed to easily manage the installation of gems, and a server for distributing them."
"pptpd","87","The Point-to-Point Tunneling Protocol (PPTP) is an obsolete, insecure VPN protocol. PPTP should not be used where privacy or confidentiality are desired."
"controller","87",""
"lun","86",""
"dynamic","86",""
"flash","86","Adobe Flash is a cross-platform multimedia runtime used to embed animations, video, and interactive applications into web pages."
"timestamp","86",""
"multiple-instances","86",""
"cyrus","86","Cyrus enterprise mail system "
"oom","86","Linux Out-of-memory Killer"
"gpt","86","GUID Partition Table (GPT)"
"hpc","85","High Performance Computing encompasses using ""supercomputers"" with high numbers of CPUs, large parallel  storage systems and advanced networks to perform time-consuming calculations. Parallel algorithms and parallelization of storage are essential to this field, as well as issues with complex, fast networking fabrics such as Infiniband. "
"cisco-pix","85","The Cisco PIX line of products were devices that provided firewall and VPN functionality."
"knife","85","Knife is a command line tool used to interface with Chef."
"read-only","85",""
"drive","85",""
"asp","85",""
"ubuntu-8.04","85","Ubuntu 8.04 Hardy Heron"
"tortoisesvn","84",""
"linksys","84","Linksys is a line of consumer and SOHO networking gear sold by Cisco Systems."
"healthcheck","84",""
"cloud-storage","84","Online storage of files, hosted by third party providers."
"fault-tolerance","84",""
"headless","84","Headless systems or programs do not depend on a graphical user interface, user interaction or directly attached monitor/mouse/keyboard to work as expected. Administration is typically done via network."
"gitolite","84","Gitolite allows you to setup a centralised Git server, with very fine-grained access control and mother powerful features."
"background-process","84","On POSIX systems a background-process is created in a shell by either adding an ampersand symbol after a command (e.g. ./script.sh &) or by pressing CTRL+Z while the command is being executed. The command will then run independently from the shell but will still write stdout and stderr output to the shell from where it has been started. It can only be stopped with the kill command."
"kafka","84","Kafka is a distributed messaging queue application written in java."
"iis-10","83","IIS 10 is the version of Microsoft's Internet Information Services that ships with Windows Server 2016, and some Windows 10 versions"
"capistrano","83","Capistrano is a [web] application deployment tool, working in push mode. "
"nextcloud","83",""
"keyboard-video-mouse","83","Better known by its acronym, KVM.  A device that passes keyboard, video and mouse functions between a user and a computer.  These devices are used to control multiple computers and/or remote computer(s) and may be either hardware or software-based."
"raid0","83","RAID 0 or Striped Set splits data across two or more disks, without redundancy."
"capacity-planning","83","Capacity planning is the science and art of estimating the space, computer hardware, software and connection infrastructure resources that will be needed over some future period of time."
"webmail","83","Webmail is email client implementation as a web application running on a web server. It provides basic functions such as receiving and sending email via web browser."
"deduplication","83",""
"pdf","83","PDF (Portable Document Format) is a filetype that represents a document. The PDF format was originally a closed format developed by Adobe, but became an open standard in 2008."
"windows-installer","83","Windows Installer (which was previously named Microsoft Installer) is a component of modern Microsoft Windows systems used for the installation, maintenance, and removal of software.  It is a competitor to other, 3rd party installation software, such as Install Shield."
"tmp","82",""
"nexenta","82","Nexenta is a Unix-based storage appliance operating system centered around the ZFS filesystem."
"smartctl","82","smartctl controls the Self-Monitoring, Analysis and Reporting Technology (SMART) system built into many ATA-3 and later ATA, IDE and SCSI-3 hard drives."
"ssl-certificate-errors","82",""
"sfp","82","Small form-factor pluggables are mostly optical, modular transceivers for gigabit or 10 gigabit (SFP+) network connections."
"virtual-network","82",""
"sieve","82","Sieve is a language for filtering email messages. It can be implemented in mail server or mail client."
"plesk","82","Off Topic Warning: Plesk control panel questions are generally considered off topic for ServerFault and more appropriately asked on https://webmasters.stackexchange.com/ "
"icinga2","82","Icinga2, the next generation, complete rewrite, of the Nagios fork Icinga, is an open source monitoring system which checks the availability of your network resources, notifies users of outages, and generates performance data for reporting."
"ovh","81","Questions about dedicated server, cloud, and VPS services provided by OVH. Other OVH services might not be on topic at Server Fault."
"dnat","81",""
"preseed","81","Preseeding provides a way to set answers to questions asked during the installation process of a Debian operating system. "
"hiera","81","Hiera is able to read yaml files based on facts, .e.g. if facter domain returns dev.example.com and a dev.example.com.yaml file exist the file is read and the key-values are used. Using hiera can reduce the number of Puppet code lines."
"hba","81","HBAs are host bus adapters. They are a type of special purpose network card specifically designed for talking to storage systems. Typically via Fiber Channel, SCSI or eSATA. "
"logwatch","81","Logwatch is a tool that will monitor your server's logs and email the administrator a digest on a daily basis, and is primarily used on Linux-based distros. "
"umask","81",""
"failed","81",""
"collectd","81","collectd is a high definition,plugin based, performance and statistics monitor/collector for networks. It runs on linux and solaris systems."
"domains","81",""
"bes","80","Short for Blackberry Enterprise Server."
"make","80","make is an old Unix utility to build projects. The basic principle it uses is to track dependencies between targets (which are often files). "
"internet-explorer-8","80",""
"openshift-online-2","80","OpenShift Online 2 will cease operation on 31 December 2017. Questions about OpenShift Online 3 should be tagged openshift-online-3."
"point-to-point-protocol","80","Point-to-Point Protocol"
"openvswitch","79",""
"policy-routing","79","Policy-Based-Routing is a more complex form of the ordinary routing table"
"debian-buster","79",""
"tapedrive","79","A tape drive is a device that reads and writes data on a magnetic tape, often for archival or backup purposes. "
"ipmitool","79","A command-line interface for devices with IPMI enabled."
"32-bit","79","In computer architecture, 32-bit integers, memory addresses, or other data units are those that are at most 32 bits (4 octets) wide."
"guest","79","Guests are users of a system that do not have their own identity in that system and have less privileges than a normal user."
"iostat","79",""
"password-reset","79",""
"raid-controller","79","Raid controller is a device to manage physical disks"
"pcap","79","PCAP stands for Packet CAPture.  "
"teamcity","78","TeamCity is a user-friendly continuous integration (CI) server for professional developers and build engineers, like ourselves. It is trivial to setup and absolutely free for small teams."
"attacks","78",""
"geolocation","78","Geolocation is determining the approximate or exact physical location of a person or object."
"microsoft-excel","78","A program from the Microsoft Office Suite mainly used for calculations "
"robots.txt","78","Convention to prevent webcrawlers from indexing your website."
"activation","78",""
"opsworks","78","AWS OpsWorks configures ec2 instances using Chef for Linux and Windows"
"rvm","78","RVM is a command-line tool which allows you to easily install, manage, and work with multiple ruby environments from interpreters to sets of gems."
"saml","78","SAML (Security Assertion Markup Language) is an open standard and XML-based markup language for exchanging authentication and authorization information between parties, known as service providers and identity providers."
"grafana","78","Grafana is most commonly used for visualizing time series data for Internet infrastructure and application analytics but many use it in other domains including industrial sensors, home automation, weather, and process control."
"graylog","78","Graylog is a full-featured open source log management solution."
"sccm-2012-r2","77","The 2012 R2 version of Systems Center Configuration Manager (SCCM), a product by Microsoft that is used to manage the Configuration of multiple Windows, Mac, and Linux-based systems. SCCM 2012 R2 brings support for Windows Server 2012 R2, Windows 8.1 and tighter integration with Azure and Windows Intune for mobile device management."
"hetzner","77","Hetzner Online AG is a major German web-hosting provider and data-centre operator."
"source","77",""
"hp-ux","77","HP-UX (Hewlett-Packard UniX) is Hewlett-Packard's proprietary implementation of the Unix operating system, based on UNIX System V (initially System III) and first released in 1984."
"strace","77",""
"autodiscovery","77",""
"hotswap","77","Hot swapping is replacing components without significant interruption to the operation of the system."
"txt-record","77",""
"vmware-vmdk","77",""
"connections","77",""
"ssis","77","SQL Server Integration Services, used for data migration in and out of Microsoft SQL Server"
"wlan","76"," wireless local area network (WLAN)"
"pdo","76","PHP Data Objects (PDO)  defines a lightweight and consistent interface for accessing databases."
"ddns","76",""
"ajp","76",""
"openshift-origin","76","OpenShift Origin is an open source Platform-as-a-Service application hosting platform."
"azure-sql","76","Azure SQL Database is a general-purpose relational database-as-a-service (DBaaS) based on the latest stable version of Microsoft SQL Server Database Engine."
"journald","75",""
"pip","75","PIP (Package Installer for Python) is a package manager for the Python language."
"keyboard","75",""
"settings","75",""
"dynamic-ip","75",""
"chrome","75",""
"gcc","75","GNU Compiler Collection"
"winscp","75","WinSCP is an open source free SFTP, FTP and SCP client for Windows. WinSCP is commonly used by power users to upload files to web servers. Beyond this, WinSCP offers scripting and .NET assembly to automate file transfer tasks."
"captive-portal","75","Captive Portal is a web page which is displayed to users when they are connected to a public-access network, based on which access is restricted to the network resources."
"ubuntu-11.04","75","Ubuntu 11.04 Natty Narwhal"
"microsoft-access","75",""
"csr","74","A CSR (Certificate Signing Request) is a block of data containing information that will be included in your certificate such as your organization name, common name (domain name), locality, and country. It also contains the public key that will be included in your certificate. A private key is usually created at the same time that you create the CSR."
"smarthost","74",""
"rm","74",""
"dll","74","Dynamic-link library (also written without the hyphen), or DLL, is Microsoft's implementation of the shared library concept in the Microsoft Windows and OS/2 operating systems. In the broader sense of the term, any data file with the same file format can be called a resource DLL."
"passthrough","74",""
"mpm-worker","74",""
"ecc","74","Error Correcting Code (ECC memory) is used in most computers where data corruption cannot be tolerated under any circumstances."
"ubuntu-9.04","74","Ubuntu 9.04 Jaunty Jackalope"
"libraries","74",""
"password-recovery","74",""
"logon-scripts","74",""
"bitnami","74",""
"fortinet","74","Fortinet is a vendor for security appliances, e.g. the FortiGate firewall."
"snmpd","74","snmpd is a daemon to respond to SNMP (Simple Network Management Protocol) request packets."
"osx-lion","74","Mac OS X Lion (version 10.7) is the eighth major release of OS X, Apple's desktop and server operating system for Macintosh computers."
"google-stackdriver","74",""
"prometheus","74","The Prometheus monitoring system."
"cloning","74","Creating an almost identical copy, for example of a computer installation or a hard disk."
"www-data","73","Default user under which apache web server is run on Debian-based systems."
"microsoft-ftmg-2010","73","Microsoft Forefront Threat Management Gateway 2010 is the current version of the product previously known as ISA Server. TMG 2010 adds subscription-based URL filtering and malware protection, the free-subscription-based Microsoft IPS Network Inspection System, and HTTPS inspection."
"powercli","73","VMware PowerCLI is a command-line and scripting tool built on Windows PowerShell"
"slapd","73","slapd (Standalone LDAP Daemon) is an LDAP server implementation, part of the OpenLDAP open source project."
"dropbox","73",""
"vulnerabilities","73",""
"port-scanning","73",""
"database-restore","73",""
"geoip","73",""
"zend-framework","72","Zend Framework (ZF) is an open source, object-oriented web application framework implemented in PHP 5."
"bindings","72",""
"boot-loader","72",""
"convert","72",""
"tap","72",""
"ospf","72","OSPF (Open Shortest Path First) is a link state routing protocol for interior routing within single autonomous system (AS)."
"traceroute","72",""
"ossec","72","OSSEC is an Open Source Host-based Intrusion Detection System. It performs log analysis, file integrity checking, policy monitoring, rootkit detection, real-time alerting and active response. (from www.ossec.net)"
"powershell-v3.0","72","For issues relating to Windows PowerShell, version 3.0."
"mod-pagespeed","71","PageSpeed Module speeds up your site and reduces page load time. This open-source webserver module automatically applies web performance best practices to pages and associated assets (CSS, JavaScript, images) without requiring that you modify your existing content or workflow.

"
"qnap","71","QNap is a manufacturer of NAS appliances."
"nftables","71","packet filtering framework, userspace utility and compatibility layer for {ip,ip6}tables, developed as consolidated replacement for existing {ip,ip6,arp,eb}tables frameworks"
"url-routing","71",""
"multi-threading","71",""
"csv","71","Comma Separated Values is a tabular to store data"
"mime-type","71",""
"windows-explorer","71","Windows Explorer is the default graphical file system browser and manager included in all Microsoft operating systems since Windows 95.  It is sometimes referred to as the ""Windows Shell,"" though it is actually just one component of the Windows shell."
"resource-management","71",""
"telephony","71","Telephony is the science of translating sound into electrical signals, transmitting them, and then converting them back to sound; that is, the science of telephones. The term is used frequently to refer to computer hardware and software that performs functions traditionally performed by telephone equipment. For example, telephony software can combine with your modem to turn your computer into a sophisticated answering service."
"gridengine","71","Grid Engine is a distributed resource management (DRM) system that manages the distribution of users' workloads to available compute resources."
"sticky-sessions","71","Sticky Sessions are a load-balancing method where individual user-sessions are kept to a single back-end server for the life of the session, and sessions are load-balanced across the whole pool. When one back-end server dies, only those user-sessions are interrupted."
"mod-deflate","71",""
"flooding","70",""
"pam-ldap","70",""
"suphp","70","suPHP is a tool for executing PHP scripts with the permissions of their owners. "
"service-accounts","70",""
"encrypting-file-system","70","The Encrypting File System (EFS) on Microsoft Windows is a feature introduced in version 3.0 of NTFS that provides filesystem-level encryption."
"crm","70",""
"virtualmin","70","Virtualmin is a domain hosting and website control panel, which gives the ability to create and manage many domains and is available in both open source and commercial versions. It is based on Webmin. Off Topic Warning: control panel questions are generally considered off topic for ServerFault and more appropriately asked on https://webmasters.stackexchange.com/"
"organizational-unit","70","A unit of organization in Windows Server that organizes Users, Computers, and Printers."
"live-migration","69","Support the re-hosting of systems, applications and services with limited (or preferably no) unavailability apparent to users. Not simply cluster fail over, but changes to either hardware, OS, software, configuration. "
"dell-equallogic","69","Equallogic is Dell's line of SANs."
"cpanel","69","Off Topic Warning: cPanel control panel questions are generally considered off topic for ServerFault and more appropriately asked on https://webmasters.stackexchange.com/"
"cms","69","A Content Management System (CMS) is a platform used to build websites that are easily edited by multiple users."
"vcpu","69",""
"myisam","69",""
"copying","69",""
"expect","69",""
"limits","69",""
"hdfs","69","For questions regarding the Hadoop distributed file system (HDFS) which is part of the Apache Hadoop project."
"performance-counters","69",""
"distribution-lists","69",""
".net-4.0","69",""
"deny","68",""
"502-error","68","HTTP Error 502 Bad gateway"
"gparted","68",""
"images","68",""
"ms-dos","68","The name for Microsft's implementation of the Disk Operating System."
"diagnostic","68",""
"charset","67","Character sets are used to represent a repertoire of characters by some kind of encoding system, such as US-ASCII, ISO-8859, or UTF-8."
"web-farm","67",""
"pagefile","67",""
"cp","67","cp is the copy command."
"custom-errors","67",""
"named-conf","67",""
"device","67",""
"tty","67",""
"mamp","67","MAMP is a pre-packaged solution that installs Apache, MySQL, and PHP/Perl on OS X with minimal configuration. The default settings are generally insecure and most *AMP packages are meant for development and not production use. 

Because of this, you should refer to the faq before asking questions about MAMP and verify that your question is actually on-topic before you ask it. "
"dhcpd","67",""
"nss","67","Name Service Switch, an modular interface built in to the GNU C library that handles data retrieval from system databases, e.g., password, group, etc."
"symfony","67","Symfony is a PHP framework"
"virt-manager","66","The virt-manager is a desktop user interface for managing virtual machines through libvirt"
"hpe","66",""
"afp","66","AFP (Apple Filing Protocol) is a proprietary network and file services protocol for Mac OS."
"windows-pe","66","Windows PE (Pre-installation Environment) is a lightweight version of Microsoft Windows, used for deploying, installing and repairing Windows operating systems."
"powershell-v4.0","66",""
"shibboleth","66","Open Source identity authorization and management solution, providing Single Sign On (SSO)"
"glibc","66","The GNU C Library (glibc) is an implementation of the standard C library and POSIX API used in the majority of Linux operating systems."
"template","66",""
"trace","66",""
"errordocument","66",""
"address","66",""
"hardening","66",""
"tmpfs","66",""
"css","65","Cascading Style Sheet"
"ls","65","Command to list information about files."
"traffic-management","65",""
"qcow2","65",""
"outlook-2003","65","For questions specific to Microsoft Outlook 2003 (version 11)."
"splunk","65","Splunk is a tool for collecting, monitoring, and analyzing log files from servers, applications, or other sources."
"pear","65","PEAR is the PHP Extension and Application Repository."
"microsoft-forefront","65","Forefront is Microsoft's umbrella brand for Security, Identity and Access Management products. Note: Questions tagged *Forefront* should usually be tagged as something more specific."
"md","65","Multiple Device driver aka Linux Software RAID"
"centos6.2","65",""
"vswitch","65","Hyper-V's (internal or External) Virtual Switch"
"sql-server-2014","64","Microsoft SQL Server 2014 is a version of the relational database management system designed by Microsoft, released on April 1, 2014."
"reboot","64",""
"round-robin","64",""
"static-files","64",""
"ids","64","An intrusion detection system (IDS) is a device or software application that monitors network and/or system activities for malicious activities or policy violations and produces reports to a Management Station."
"raidz","64",""
"codeigniter","64","CodeIgniter is an open source MVC framework for PHP."
"ramdisk","64","A RAM disk or RAM drive is a block of RAM (primary storage or volatile memory) that a computer's software is treating as if the memory were a disk drive (secondary storage)."
"attachment","64",""
"recursive","64",""
"routeros","63","Linux-based operating system known also known as MikroTik RouterOS that runs on x86 and RouterBOARD systems."
"http-authentication","63",""
"pppoe","63",""
"cleanup","63",""
"iowait","63",""
"wins","63",""
"rdiff-backup","63","a utility for creating reverse differential backups"
"direct-access","63","Direct Access is a new technology from Microsoft Available for Windows 7 Enterprise and Ultimate working with Windows Server 2008 R2 that provides seemless network connectivity not matter if you are in your Lan or in the Internet."
"parted","63",""
"wss-3.0","63","for questions related to Windows SharePoint Services version 3.0"
"tld","63",""
"checksum","63",""
"graphics-processing-unit","63",""
"busybox","63","BusyBox combines common UNIX utilities into a single, small executable, providing a fairly complete environment for any small or embedded operating system.  It supports most of the utilities usually found in GNU fileutils, shellutils, etc.  BusyBox commands generally have fewer options than their full-featured GNU cousins; however, the options that are included provide the expected functionality and behave very much like their GNU counterparts."
"du","63",""
"php53","63",""
"kms","63","KMS stands for Key Management Services by Microsoft.  KMS allows volume license customers of Microsoft Products to establish a server to hand out software product keys, thus eliminating the need to hand enter product activation keys each time a new operating system is installed."
"multi-homed","63",""
"virtualenv","63",""
"sles11","63","SuSE Linux Enterprise Server is the ""professional"" SuSE distribution. sles11 means version 11. Sles 11 Service Pack 3 was released in June 2013. The previous version, Sles 11 Service Pack 2, was released in February 2012."
"password-policy","63",""
"heartbleed","63","The Heartbleed bug is a vulnerability in OpenSSL's TLS implementation. The CVE ID for this issue is CVE-2014-0160"
"bandwidth-measuring","62",""
"elk","62",""
"megacli","62","Command line tool for configuring LSI MegaRAID cards in Linux."
"exploit","62","A sequence of commands or configuration data which can predictably utilize a vulnerability of a system."
"cobbler","62","Cobbler is a network based provisioning tool for Linux systems."
"microsoft-forefront-2010","62","Forefront is Microsoft's umbrella brand for Security, Identity and Access Management products. 
Note: Questions tagged *Forefront* should usually be tagged as something more specific."
"sh","62",""
"resolve","62",""
"transaction-log","62",""
"task-manager","62",""
"fax","62",""
"audio","62",""
"initramfs","62",""
"adaptec","62",""
"truecrypt","62","TrueCrypt is a software application used for on-the-fly encryption (OTFE)."
"nohup","62",""
"saas","62","Software as a Service"
"pci","61","Peripheral Component Interconnect"
"tun","61",""
"hardlink","61","Many file systems support ""hard links"" where a file appear under several different names. The names are all equally good and the underlying storage is only freed when all names are deleted."
"privacy","61",""
"embedded","61","An embedded system is a computer system designed for specific control functions within a larger system."
"ajax","61","AJAX (Asynchronous JavaScript and XML) is a set of development techniques for creating interactive web applications, using asynchronous communication between the client and server."
"jmx","61","Java Management Extensions (JMX) is a set of tools for managing and monitoring Java applications, system objects, devices, and service oriented networks."
"restrictions","61",""
"ipad","61","Tablet-line by Apple"
"x-forwarded-for","61","HTTP header field for identifying the origin IP address"
"useragent","61",""
"ad-lds","61","AD LDS is Active Directory Lightweight Directory Services and was previously known as ADAM (Active Directory Application Mode). "
"hyper-v-server-2016","61",""
"dell-powervault","61","Dell's PowerVault line covers several data storage and backup devices."
"nvme","61",""
"page-speed","61","PageSpeed is a WebServer module that automatically optimizes pages and the resources they use. Google offers it as a free service through their DNS product."
"ikev2","61",""
"anaconda","61","System installation program used by Fedora, Red Hat Enterprise Linux, and others. Closely related to kickstart."
"ghost","61","Ghost is a disk cloning, imaging and backup tool currently marketed by Symantec"
"opscenter","61","DataStax OpsCenter makes it possible to manage Apache Cassandra and DataStax Enterprise clusters from a centralized web-based dashboard."
"amazon-efs","61","Amazon Elastic File System (Amazon EFS) is a managed cloud storage service, accessed using the NFS protocol version 4.1. "
"azure-active-directory-ds","60","Questions specifically related to Azure Active Directory Domain Services. Azure Directory DS lets you join Azure virtual machines to a domain without the need to deploy domain controllers. Questions related to Azure Active Directory, on-premises Active Directory, AD LDS, etc should all have their own tags."
"amazon-alb","60","Amazon Web Services supports three types of Load Balancers. An Application Load Balancer (ALB) functions at the application layer, the seventh layer of the Open Systems Interconnection (OSI) model."
"squirrelmail","60","Open source webmail software written in PHP"
"solaris-11","60","64-bit SPARC/x86 UNIX-based Operating System from Oracle"
"tshark","60","tshark is a terminal (console) based version of Wireshark, a network protocol analyzer for Unix and Windows."
"parse","60","Parse provides an open source backend and SDKs for mobile and desktop applications. Tag any questions with the `parse` tag.

The hosted Parse service has been discontinued in favor of the open source Parse Server self-hosted backend. Questions asking for alternative solutions are OFF-TOPIC."
"mitkerberos","60","MIT implementation of Kerberos (https://web.mit.edu/kerberos/)"
"numa","60","Non-Uniform Memory Access is what it stands for. For x86 architectures this is the method used to handle memory architectures where each processor has local memory and accessing another processor's memory is appreciably more expensive."
"yaml","60","YaML is a human-readable data serialisation format."
"epel","60",""
"slackware","60","Slackware Linux is a complete 32-bit multitasking ""UNIX-like"" system. It's currently based around the 2.6 Linux kernel series and the GNU C Library version 2.7 (libc6).
http://slackware.com
"
"optical-media","60",""
"mime","60",""
"ntpdate","59",""
"skype","59","
Skype is a proprietary VOIP (Voice over IP) service and software application."
"adapter","59",""
"smartcard","59","A smartcard is a cryptographic device, an HSM of sorts, that is programmable and may be used for identification, authentication, private key storage, digital signatures, and other security functions."
"mailing-list","59","An (electronic) mailing list is a distributor of mails to a large group of subscribers, one possible type of a digital forum. It's often used by software developers and administrators for communication among themselves and by organizations and corporations for newsletters (in one direction only)."
"soap","59",""
"stdout","59",""
"alfresco","59","Open Source Enterprise Content Management Software "
"virtual-directory","59",""
"htpasswd","59",""
"sql-server-2016","59",""
"block-device","59","Block devices are a specific type of Unix device node, typically representing storage devices such as hard drives, CD-ROMs, etc."
"dhclient","59","dhclient is the DHCP client for Linux and UNIX, created by the Internet Software Consortium.  It is used to configure network interfaces using DHCP or BOOTP protocol, or can be used to assign static configurations."
"tsql","59","Transact-SQL is the Microsoft extension of ANSI standard SQL."
"vyatta","59","Vyatta is an Open Source routing company "
"veeam","59","Veeam creates software for virtual machines. Best known for backup and replication of guests within VMware and HyperV infrastructures, they also have monitoring tools for virtual infrastructure in their portfolio."
"mod-alias","58","Maps different parts of a host file system into the document tree and it used for URL redirection"
"dreamhost","58","DreamHost is a Los Angeles-based web hosting, public cloud provider and domain name registrar."
"npm","58",""
"content-filter","58",""
"rbl","58","Real-time Blackhole is a database of IP addresses known to send spam, accessible over DNS, with specific responses to determine whether a host should be rejected or allowed."
"docker-registry","58",""
"sstp","58","Secure Socket Tunneling Protocol (SSTP) is a form of VPN tunnel that provides a mechanism to transport PPP or L2TP traffic through an SSL 3.0 channel"
"wireguard","58",""
"wireless-bridge","58",""
"scheduler","58",""
"oauth","58",""
"namespaces","58",""
"ssh-keygen","58",""
"ipfw","58",""
"remove","58",""
"ksh","57","Ksh is the executable name for the Korn shell developed by David Korn at AT&T Laboratories in the early 1980s. It is commonly used in Solaris and is favored for its ability to use Emacs and Vi shortcuts at the command line."
"extension","57",""
"zsh","57",""
"outofmemoryerror","57",""
"cable-management","57","Cable Management is the term used to describe how one cables up an infrastructure. "
"attributes","57","Extended attributes (commonly called ""xattrs"") are a way to associate metadata with files/directories in the filesystem."
"mod-perl","57",""
"checkpoint","57","network security components including Firewall"
"querystring","57",""
"outlook-anywhere","57","Outlook Anywhere is an Exchange feature (formerly known as RPC over HTTP) that lets Outlook clients connect to their Exchange servers from outside the corporate network or over the Internet using the RPC over HTTP Windows networking component."
"junos","57","Junos Network Operating System "
"log-rotation","57","Log rotation is an automated process used in system administration in which dated log files are archived."
"http-status-code","57",""
"aliases","57",""
"network-storage","57",""
"google-authenticator","57","Google Authenticator is a TOTP (Time based One Time Password) PAM (Pluggable Authentication Module) which is supported and serviced by Google."
"linuxmint","57","Linux Mint is an operating system based on the Linux distribution Ubuntu."
"trust-relationship","57",""
"packer","57","Packer is a tool which automates building and provisioning of VM and Docker images."
"sar","57","System Activity Report: a Unix/Linux command to display various system loads (Wikipedia)."
"dism","56","Deployment Image Servicing and Management (DISM.exe) is a command-line tool that can be used to service a Windows image or to prepare a Windows Preinstallation Environment (Windows PE) image. DISM can be used to service a Windows image (.wim) or a virtual hard disk (.vhd or .vhdx)."
"mib","56","Management Information Base, used in SNMP."
"s3fs","56","s3fs is FUSE-based filesystem that stores files in AWS S3."
"ovirt","56","oVirt is an opensource server and desktop virtualization management system"
"vmware-converter","56",""
"xinetd","56",""
"executable","56","An executable is a file that can be run on a device / computer. Those tags [service], [services], [windows-service] or [daemon] can be related, depending on how the executable is run."
"mediatemple","56","MediaTemple is a U.S.-based company providing web hosting services."
"conntrack","56",""
"concurrency","56",""
"nosql","56",""
"scheduling","56",""
"mod-fastcgi","56",""
"client-server","56",""
"formatting","56",""
"inotify","56",""
"analysis","56",""
"irc","56","Internet Relay Chat is a realtime group text messaging protocol."
"debug","56",""
"openfire","56","Openfire is a XMPP (Jabber) server written in Java. It has facility for developers to create plugins that can extend the server's functionality."
"cidr","55",""
"mod-proxy-ajp","55",""
"reset","55",""
"windows-home-server","55","Microsoft operating system based on Windows Server 2003 R2. Off topic on this site."
"vmware-tools","55","Vmware tools is a package one can install in guest operating systems that run on a VMware host."
"mpls","55",""
"php-cgi","55",""
"barracuda","55","Questions related to products from Barracuda Networks, Inc., a company providing security, networking and storage products based on network appliances and cloud services."
"smtpd","55",""
"crl","55","A Certificate Revocation List (CRL) is a blacklist of revoked or compromised serial numbers of certificates.  As a serial number has no direct relationship to a certificate and can be fabricated in a compromised CA, it is considered a weak blacklist."
"broadcom","55","Topics related to Broadcom hardware such as Ethernet Network Interface Cards"
